Identyfikator Produktu Leczniczego;Nazwa Produktu Leczniczego;Rodzaj preparatu;Moc;Postać farmaceutyczna;;
100497524;Eltrombopag Polpharma;Ludzki;;Zawiesina do wstrzykiwań w ampułko-strzykawce;;
100507489;Beloderm;Ludzki;;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100507516;Famotydyna APTEO MED;Ludzki;;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań w ampułko-strzykawce;;
100507523;Griptavir Med;Ludzki;;Proszek i rozpuszczalnik do sporządzania roztworu do wstrzykiwań;;
100525108;Betaserc;Ludzki;;Kapsułki dojelitowe miękkie;;
100525571;Cinacalcet Polpharma;Ludzki;;Kapsułki dojelitowe miękkie;;
100533500;Pylera;Ludzki;;Granulki w pojemniku jednodawkowym;;
100003998;Roztwory do testów punktowych;Ludzki;;Roztwór do skórnych prób punktowych;;
100004236;Aroma-Activ;Ludzki;;Maść;;
100004791;Aminomel 10 E;Ludzki;;Roztwór do infuzji;;
100004816;Aminomel 12,5 E;Ludzki;;Roztwór do infuzji;;
100004822;Aminomel Nephro;Ludzki;;Roztwór do infuzji;;
100005069;Aminosteril N-Hepa 8%;Ludzki;;Roztwór do infuzji;;
100005276;Amol;Ludzki;;Płyn doustny, płyn na skórę;;
100007476;Aromatol;Ludzki;;Płyn doustny, do sporządzania inhalacji parowej i na skórę;;
100007660;Ascofer;Ludzki;;Koncentrat do sporządzania roztworu do płukania jamy ustnej i gardła, roztwór doustny, do stosowania na skórę i do sporządzania inhalacji parowej;;
100008642;Baclofen Polpharma;Ludzki;;Koncentrat do sporządzania roztworu doustnego, do stosowania w jamie ustnej, na skórę;;
100008671;Bactrim;Ludzki;;Płyn doustny, płyn do stosowania w jamie ustnej, płyn na skórę;;
100008889;Barium sulfuricum Medana;Ludzki;;Żel;;
100010640;Biotrakson;Ludzki;;Płyn doustny;;
100012649;Cezarius;Ludzki;;Zioła do zaparzania w saszetkach;;
100012900;Cardiobonisol;Ludzki;;Emulsja na skórę;;
100012974;Cardioxane;Ludzki;;Płyn doustny;;
100013011;Cardura;Ludzki;;Krople doustne, roztwór;;
100013910;Chlorchinaldin;Ludzki;;Krem;;
100013933;Chlorchinaldin H;Ludzki;;Proszek do sporządzania roztworu do wstrzykiwań i infuzji;;
100014482;Ciprinol;Ludzki;;Płyn doustny;;
100015470;Elocom;Ludzki;;Tabletki;;
100017687;Dentosept;Ludzki;;Płyn na skórę;;
100017753;Elocom;Ludzki;;Koncentrat do sporządzania roztworu do stosowania w jamie ustnej;;
100017799;Depakine Chrono 300;Ludzki;;Płyn do stosowania w jamie ustnej;;
100018250;Detreomycyna 2%;Ludzki;;Maść;;
100019048;Digoxin Teva;Ludzki;;Płyn doustny;;
100022547;Ergotaminum Filofarm;Ludzki;;Płyn doustny;;
100026019;Gastrolit;Ludzki;;Proszek do sporządzania płynu do płukania gardła;;
100026172;Gelatum Aluminii phosphorici Aflofarm;Ludzki;;Płyn doustny;;
100026284;Genotropin 5,3;Ludzki;;Proszek do sporządzania roztworu;;
100028633;Heparinum GSK;Ludzki;;Czopki doodbytnicze;;
100030512;Myconolak;Ludzki;;Płyn doustny;;
100030713;Euvax B;Ludzki;;Płyn do sporządzania inhalacji parowej;;
100032391;Isoptin SR-E 240;Ludzki;;Płyn doustny;;
100033284;Ketonal;Ludzki;;Krople doustne;;
100033500;Klimicin;Ludzki;;Tabletki powlekane;;
100035685;Krople żołądkowe T;Ludzki;;Zioła do zaparzania;;
100035691;Krople żołądkowe T;Ludzki;;Zioła do zaparzania;;
100036093;Kwiat Nagietka;Ludzki;;Krople doustne;;
100036495;Lacipil;Ludzki;;Krople doustne, roztwór;;
100036503;Lacipil;Ludzki;;Płyn doustny;;
100036609;Lactulosum Orifarm;Ludzki;;Zioła do zaparzania;;
100038040;Lipanthyl 200M;Ludzki;;Maść;;
100038873;Liść Orzecha włoskiego;Ludzki;;Zioła do zaparzania;;
100039000;Liść Pokrzywy;Ludzki;;Zioła do zaparzania;;
100039074;Liść Pokrzywy;Ludzki;;Zioła do zaparzania;;
100039134;Liść Pokrzywy;Ludzki;;Zioła do zaparzania;;
100039453;Livial;Ludzki;;Zioła do zaparzania;;
100039482;Locoid Crelo;Ludzki;;Zioła do zaparzania w saszetkach;;
100040918;Marcaine Spinal 0,5% Heavy;Ludzki;;Zioła do zaparzania w saszetkach;;
100041869;Sojourn;Ludzki;;Maść;;
100041935;Maść szałwiowa;Ludzki;;Maść;;
100042165;Maxitrol;Ludzki;;Maść;;
100042260;Medazepam TZF;Ludzki;;Maść;;
100042544;Spamilan;Ludzki;;Płyn doustny;;
100042627;Mentholaxin;Ludzki;;Płyn doustny, płyn na skórę;;
100042745;Rivastigmine Hexal;Ludzki;;Płyn doustny;;
100042751;Mepivastesin;Ludzki;;Płyn doustny;;
100044773;Envil kaszel junior;Ludzki;;Żel do stosowania na dziąsła;;
100045063;Mydocalm;Ludzki;;Syrop;;
100045442;Tinctura Calendulae Phytopharm;Ludzki;;Płyn doustny;;
100045459;Tinctura Salviae Phytopharm;Ludzki;;Płyn doustny;;
100045502;Naloxonum hydrochloricum WZF;Ludzki;;Płyn doustny;;
100045525;OWOCNIA FASOLI;Ludzki;;Koncentrat do sporządzania roztworu doustnego, do stosowania w jamie ustnej, gardła, na skórę;;
100046306;Natrium bicarbonicum 8,4% Polpharma;Ludzki;;Koncentrat do sporządzania roztworu do płukania jamy ustnej;;
100046499;Navelbine;Ludzki;;Zioła do zaparzania;;
100046677;Neo-Angin bez cukru;Ludzki;;Płyn doustny;;
100046683;Neo-Capsiderm;Ludzki;;Płyn doustny;;
100046750;Neomycinum TZF;Ludzki;;Maść;;
100046832;Neotigason;Ludzki;;Krople doustne, roztwór;;
100047151;Nicorette Classic Gum;Ludzki;;Zioła do zaparzania w saszetkach;;
100047168;Nicorette Classic Gum;Ludzki;;Płyn doustny;;
100047398;Nifuroksazyd Gedeon Richter;Ludzki;;Płyn doustny;;
100049463;Omnadren 250;Ludzki;;Płyn do sporządzania inhalacji parowej;;
100050101;Ovestin;Ludzki;;Tabletki powlekane;;
100052206;Penicillinum Crystallisatum TZF;Ludzki;;Pasta na skórę;;
100052212;Penicillinum Crystallisatum TZF;Ludzki;;Koncentrat do sporządzania roztworu doustnego;;
100054576;Posterisan H;Ludzki;;Krople do nosa, zawiesina;;
100054582;Posterisan H;Ludzki;;Zawiesina do wstrzykiwań;;
100054613;Renvela;Ludzki;;Czopki doodbytnicze;;
100055156;Procto-Glyvenol;Ludzki;;Roztwór do infuzji;;
100056569;Puder płynny z anestezyną;Ludzki;;Zioło pojedyncze;;
100057712;Maść przeciw odciskom i zgrubieniom skóry Rekord Łuszczy;Ludzki;;Tabletki drażowane;;
100059160;Azycyna;Ludzki;;Maść;;
100059504;Salbutamol WZF;Ludzki;;Tabletki musujące;;
100059510;Salbutamol WZF;Ludzki;;Tabletki musujące;;
100060648;Septolete;Ludzki;;Płyn doustny;;
100061435;Skinsept Pur;Ludzki;;Syrop;;
100062363;Sotahexal 80;Ludzki;;Proszek do sporządzania roztworu do infuzji;;
100065479;Tamoxifen Sandoz;Ludzki;;Tabletki;;
100065516;Tanakan;Ludzki;;Tabletki;;
100065551;Taninal;Ludzki;;Tabletki;;
100067395;Tramadol Synteza;Ludzki;;Maść;;
100067455;Tramal;Ludzki;;Koncentrat do sporządzania roztworu do infuzji;;
100068466;Tymsal-spray;Ludzki;;Tabletki drażowane;;
100068779;Ultravist 300;Ludzki;;Roztwór do infuzji;;
100068785;Ultravist 370;Ludzki;;Płyn do stosowania w jamie ustnej;;
100069773;Valused;Ludzki;;Tabletki drażowane;;
100069879;Variderm;Ludzki;;Zioła do zaparzania w saszetkach;;
100070078;Venescin;Ludzki;;Zioła do zaparzania;;
100071014;Vitaminum A + D3 Medana;Ludzki;;Płyn doustny;;
100071110;Vitaminum B1 Richter;Ludzki;;Koncentrat do sporządzania emulsji do infuzji;;
100071132;Vitaminum B12 WZF;Ludzki;;Koncentrat do sporządzania emulsji do infuzji;;
100071296;Vitaminum C Teva;Ludzki;;Tabletki drażowane;;
100072019;Xanax;Ludzki;;Zioła do zaparzania w saszetkach;;
100072090;Xylocaine 2%;Ludzki;;Maść;;
100074159;Ziele Świetlika;Ludzki;;Zioła do zaparzania;;
100074171;Ziele Świetlika;Ludzki;;Zioła do zaparzania;;
100074194;Ziele Tasznika;Ludzki;;Zioła do zaparzania;;
100074314;Zinacef;Ludzki;;Zioła do zaparzania;;
100074320;Zinacef;Ludzki;;Zioła do zaparzania;;
100074337;Zincas;Ludzki;;Zioła do zaparzania;;
100074343;Zincteral;Ludzki;;Zioła do zaparzania w saszetkach;;
100074395;Zinnat;Ludzki;;Zioła do zaparzania w saszetkach;;
100074403;Zinnat;Ludzki;;Zioła do zaparzania;;
100074722;Zoladex;Ludzki;;Zioła do zaparzania;;
100075615;Advagraf;Ludzki;;Proszek do sporządzania roztworu doustnego;;
100076514;Fluimucil Muko;Ludzki;;Koncentrat do sporządzania roztworu do płukania gardła;;
100077040;Tenaxum;Ludzki;;Kapsułki twarde;;
100077070;Cipropol;Ludzki;;Kapsułki twarde;;
100077130;Polocard;Ludzki;;Koncentrat do sporządzania emulsji do infuzji;;
100078312;Vicebrol;Ludzki;;Kapsułki twarde;;
100078329;Amaryl 1;Ludzki;;Koncentrat do sporządzania roztworu do infuzji;;
100079317;Diclac;Ludzki;;Zioła do zaparzania;;
100079323;DicloDuo;Ludzki;;Syrop;;
100079429;Kybernin P;Ludzki;;Żel;;
100080852;Duracef;Ludzki;;Krople doustne, roztwór;;
100080869;Curosurf;Ludzki;;Tabletki drażowane;;
100083164;Rilutek;Ludzki;;Syrop;;
100084790;Morphini sulfas WZF;Ludzki;;Zioła do zaparzania;;
100085619;Viagra;Ludzki;;Zawiesina do wstrzykiwań;;
100085625;Hepa-Merz 3000;Ludzki;;Zawiesina do wstrzykiwań;;
100085631;Podtlenek azotu N2O;Ludzki;;Zioła do zaparzania w saszetkach;;
100085884;Ranigast Pro;Ludzki;;Płyn do inhalacji;;
100089250;Nervosan fix;Ludzki;;Kapsułki miękkie;;
100089356;Ventolin;Ludzki;;Krople doustne;;
100089497;Bobotic;Ludzki;;Zioła do zaparzania w saszetkach;;
100090359;Metformax 850;Ludzki;;Zioła do zaparzania w saszetkach;;
100091873;Groprinosin;Ludzki;;Tabletki;;
100092134;Thyrosan;Ludzki;;Dwa roztwory do sporządzania roztworu do infuzji;;
100092246;Tramadol Vitabalans;Ludzki;;Zioła do zaparzania;;
100092252;Varilrix;Ludzki;;Zioła do zaparzania;;
100092329;Haemate P 250 j.m. FVIII/600 j.m. VWF;Ludzki;;Zioła do zaparzania;;
100092335;Haemate P 500 j.m. FVIII/1200 j.m. VWF;Ludzki;;Zioła do zaparzania;;
100093100;Derhotill;Ludzki;;Zioła do zaparzania;;
100093375;Zeffix;Ludzki;;Maść;;
100093820;Lyrica;Ludzki;;Roztwór do infuzji;;
100095144;Staloral;Ludzki;;Płyn doustny;;
100099047;Zomiren;Ludzki;;Granulat do sporządzania zawiesiny doustnej;;
100099389;Doxanorm;Ludzki;;Emulsja do infuzji;;
100102170;NovoMix 30 Penfill;Ludzki;;Tabletki powlekane;;
100103139;Zofran Zydis;Ludzki;;Kapsułki twarde;;
100103642;Rowachol;Ludzki;;Maść;;
100103984;Mimpara;Ludzki;;Krople doustne;;
100104050;Locatop;Ludzki;;Kapsułki miękkie;;
100104877;Histigen;Ludzki;;Zioła do zaparzania;;
100104883;Histigen;Ludzki;;Zioła do zaparzania;;
100107077;Simvasterol;Ludzki;;Rozpuszczalnik do sporządzania leków parenteralnych;;
100108250;Lisinoratio 20;Ludzki;;Zawiesina i proszek do sporządzania zawiesiny do wstrzykiwań;;
100108800;Hydroxyurea medac;Ludzki;;Gaz;;
100108823;Navelbine;Ludzki;;Emulsja do infuzji;;
100110406;HBVaxPRO;Ludzki;;Emulsja do infuzji;;
100110694;Elidel;Ludzki;;Proszek i rozpuszczalnik do sporządzania roztworu do prób prowokacyjnych;;
100112010;Ferrum Lek;Ludzki;;Krem;;
100112109;Stieprox;Ludzki;;Rozpuszczalnik do sporządzania leków parenteralnych;;
100113267;Tlen medyczny Spawmet;Ludzki;;Płyn doustny;;
100113273;Tamiflu;Ludzki;;Krople doustne, roztwór;;
100114255;Naproxen Emo;Ludzki;;Proszek i rozpuszczalnik do sporządzania roztworu;;
100114261;Venogel;Ludzki;;Roztwór do infuzji;;
100115361;Kwiat kocanek;Ludzki;;Zioła do zaparzania w saszetkach;;
100115390;Liść Brzozy;Ludzki;;Zioła do zaparzania;;
100115409;Korzeń Mniszka;Ludzki;;Zioła do zaparzania;;
100115415;Kora dębu;Ludzki;;Zioła do zaparzania;;
100115444;Ziele Dziurawca;Ludzki;;Zioła do zaparzania;;
100115467;Kwiatostan Głogu;Ludzki;;Zioła do zaparzania;;
100115480;Ziele Krwawnika;Ludzki;;Zioła do zaparzania;;
100115496;Kwiat Lipy;Ludzki;;Zioła do zaparzania;;
100115504;Tracleer;Ludzki;;Zioła do zaparzania w saszetkach;;
100115533;Liść Melisy;Ludzki;;Zioła do zaparzania;;
100115540;Volulyte 6%;Ludzki;;Zioła do zaparzania;;
100115562;Owoc Kopru włoskiego;Ludzki;;Zioła do zaparzania;;
100115579;Kwiat Rumianku;Ludzki;;Zioła do zaparzania;;
100115585;Liść Melisy;Ludzki;;Zioła do zaparzania;;
100115600;Kora dębu;Ludzki;;Zioła do zaparzania;;
100115622;Liść Mącznicy;Ludzki;;Zioła do zaparzania;;
100115639;Ziele Fiołka trójbarwnego;Ludzki;;Zioła do zaparzania;;
100115645;Kwiatostan Głogu;Ludzki;;Zioła do zaparzania;;
100115668;Spirytus salicylowy-Avena;Ludzki;;Zioła do zaparzania;;
100115697;Maść tranowa Aflofarm;Ludzki;;Zioła do zaparzania;;
100115705;Kwiatostan Głogu;Ludzki;;Roztwór do infuzji;;
100115740;Ziele Macierzanki;Ludzki;;Zioła do zaparzania w saszetkach;;
100115786;Liść Szałwii;Ludzki;;Zioła do zaparzania w saszetkach;;
100115800;Liść Rozmarynu;Ludzki;;Zioła do zaparzania w saszetkach;;
100115817;Korzeń Kozłka;Ludzki;;Zioła do zaparzania;;
100115823;Ziele Skrzypu;Ludzki;;Zioła do zaparzania w saszetkach;;
100115830;Ziele Rdestu ptasiego;Ludzki;;Zioła do zaparzania w saszetkach;;
100115846;Orfadin;Ludzki;;Zioła do zaparzania w saszetkach;;
100115881;KWIAT RUMIANKU;Ludzki;;Maść;;
100115912;Tormazol;Ludzki;;Zioło pojedyncze niedozowane;;
100115970;Krople nasercowe;Ludzki;;Zioła do zaparzania;;
100115987;Korzeń Lubczyka;Ludzki;;Zioła do zaparzania;;
100116001;Zalanzo;Ludzki;;Zioła do zaparzania;;
100116018;Parafina ciekła - Avena;Ludzki;;Zioła do zaparzania;;
100116047;Gliceryna;Ludzki;;Zioła do zaparzania;;
100116076;Orfadin;Ludzki;;Zioła do zaparzania;;
100116113;Aldan;Ludzki;;Zioła do zaparzania;;
100116194;Revatio;Ludzki;;Zioła do zaparzania;;
100116254;Vinpocetine Espefa;Ludzki;;Zioła do zaparzania;;
100116260;Ceroxim;Ludzki;;Maść;;
100116283;Biotrakson;Ludzki;;Krople doustne;;
100116432;Ibupar forte;Ludzki;;Płyn na skórę;;
100117377;Perindopril Krka;Ludzki;;Roztwór do dializy otrzewnowej;;
100117408;Maść ichtiolowa;Ludzki;;Roztwór do dializy otrzewnowej;;
100117414;Syrop tymiankowy złożony;Ludzki;;Roztwór do dializy otrzewnowej;;
100117420;Spirytus kamforowy;Ludzki;;Zioła do zaparzania w saszetkach;;
100117472;Ziele Skrzypu;Ludzki;;Zioła do zaparzania;;
100117495;Kwiat Kocanek;Ludzki;;Roztwór na skórę;;
100117503;Kwiatostan Lipy;Ludzki;;Zioła do zaparzania w saszetkach;;
100117510;Liść Brzozy;Ludzki;;Zioła do zaparzania w saszetkach;;
100117526;Nasienie Lnu;Ludzki;;Maść;;
100117549;Korzeń Kozłka;Ludzki;;Proszek do stosowania na skórę;;
100117584;Korzeń Mniszka;Ludzki;;Syrop;;
100117621;Koszyczek Arniki;Ludzki;;Zioła do zaparzania;;
100117644;Kwiat Bzu czarnego;Ludzki;;Zioła do zaparzania;;
100117667;Liść Bobrka;Ludzki;;Zioła do zaparzania;;
100117733;Koszyczek Rumianku;Ludzki;;Zioła do zaparzania;;
100117756;Cardiacol C;Ludzki;;Zioła do zaparzania;;
100117762;Krople nasercowe;Ludzki;;Zioła do zaparzania;;
100117779;Nasienie Kozieradki;Ludzki;;Zioła do zaparzania;;
100117791;Owoc Kopru włoskiego;Ludzki;;Zioła do zaparzania;;
100117970;Avenalax;Ludzki;;Zioła do zaparzania;;
100118224;Syrop z sulfogwajakolem;Ludzki;;Zioła do zaparzania;;
100118230;Spirytus kamforowy;Ludzki;;Zioła do zaparzania;;
100118299;Czopki glicerynowe GEMI;Ludzki;;Zioła do zaparzania;;
100118394;Bisoratio 5;Ludzki;;Zioła do zaparzania;;
100118490;Noliprel;Ludzki;;Krople doustne, roztwór;;
100118520;Sutent;Ludzki;;Krople doustne;;
100118595;Extraneal Zestaw do dializy otrzewnowej;Ludzki;;Zioła do zaparzania;;
100118804;Liść Szałwii;Ludzki;;Roztwór do dializy otrzewnowej;;
100118810;Kora Dębu;Ludzki;;Roztwór do dializy otrzewnowej;;
100118833;Liść Podbiału;Ludzki;;Krople doustne, roztwór;;
100118840;Xolair;Ludzki;;Zioła do zaparzania;;
100119034;Simratio 20;Ludzki;;Zioła do zaparzania;;
100119040;Simratio 40;Ludzki;;Zioła do zaparzania;;
100119057;Ranigast Max;Ludzki;;Zioła do zaparzania;;
100119117;Sortis 80;Ludzki;;Zioła do zaparzania;;
100119146;Jeanine;Ludzki;;Zioła do zaparzania;;
100119235;Carvetrend;Ludzki;;Zioła do zaparzania;;
100119270;Milgamma N;Ludzki;;Zioła do zaparzania;;
100119376;Vancomycin-MIP 500;Ludzki;;Zioła do zaparzania;;
100120623;Azimycin;Ludzki;;Krople doustne, roztwór;;
100121143;INOmax;Ludzki;;Zioła do zaparzania;;
100121210;Nimesil;Ludzki;;Tabletki;;
100122088;Vitaminum E Hasco;Ludzki;;Tabletki;;
100122349;Euthyrox N 175;Ludzki;;Kapsułki twarde;;
100122355;Simetikon Hasco;Ludzki;;Płyn doustny;;
100124621;Crohnax;Ludzki;;Maść;;
100127335;Twinrix Paediatric;Ludzki;;Zawiesina do wstrzykiwań w ampułko-strzykawce;;
100129630;Emselex;Ludzki;;Płyn na skórę;;
100130892;Asmanex Twisthaler;Ludzki;;Płyn doustny;;
100131101;Zotral;Ludzki;;Syrop;;
100131118;Asertin 50;Ludzki;;Roztwór na skórę;;
100132945;Deprexolet;Ludzki;;Maść;;
100133040;Piramil 1,25 mg;Ludzki;;Czopki;;
100133494;Parafina ciekła Aflofarm;Ludzki;;Zioła do zaparzania w saszetkach;;
100133637;Cystagon;Ludzki;;Zioła do zaparzania w saszetkach;;
100133643;Cystagon;Ludzki;;Zioła do zaparzania w saszetkach;;
100133666;Syrop z sulfogwajakolem;Ludzki;;Zioła do zaparzania w saszetkach;;
100133672;Carbaglu;Ludzki;;Zioła do zaparzania w saszetkach;;
100133732;Ziele Dziurawca;Ludzki;;Zioła do zaparzania;;
100133755;Korzeń Arcydzięgla;Ludzki;;Płyn doustny;;
100133790;Liść Senesu;Ludzki;;Syrop;;
100133821;Ranopril;Ludzki;;Syrop;;
100133867;Porost islandzki;Ludzki;;Krople doustne;;
100134045;Ibandronic Acid Sandoz;Ludzki;;Syrop;;
100134068;Atrox 20;Ludzki;;Krople doustne, roztwór;;
100134134;Acurenal;Ludzki;;Zioła do zaparzania w saszetkach;;
100134140;Acurenal;Ludzki;;Zioła do zaparzania;;
100134269;Risperon;Ludzki;;Zioła do zaparzania;;
100134275;Risperon;Ludzki;;Zioła do zaparzania;;
100135317;Lipohep;Ludzki;;Emulsja do infuzji;;
100135412;Zamur 500;Ludzki;;Zioła do zaparzania w saszetkach;;
100136370;Krople walerianowe;Ludzki;;Zioła do zaparzania;;
100136386;Krople miętowe;Ludzki;;Zioła do zaparzania;;
100136392;Eligard 7,5 mg;Ludzki;;Zioła do zaparzania;;
100136430;Arixtra;Ludzki;;Zioła do zaparzania;;
100136452;Arixtra;Ludzki;;Zioła do zaparzania w saszetkach;;
100136989;Beto 25 ZK;Ludzki;;Płyn doustny;;
100136995;Relakson;Ludzki;;Krople doustne;;
100138072;Pasta cynkowa z kwasem salicylowym;Ludzki;;Zioła do zaparzania w saszetkach;;
100138155;Invirase;Ludzki;;Zioła do zaparzania w saszetkach;;
100141938;Porost Islandzki;Ludzki;;Płyn doustny;;
100141950;Ziele Tysiącznika;Ludzki;;Krople doustne;;
100142010;Budiair;Ludzki;;Krople doustne;;
100142665;Korzeń Kozłka;Ludzki;;Zioła do zaparzania;;
100142702;Liść Mięty pieprzowej;Ludzki;;Zioła;;
100142754;Kwiat Bzu czarnego;Ludzki;;Zioła do zaparzania;;
100142926;Maść tranowa;Ludzki;;Płyn doustny;;
100142955;Spirytusowy roztwór jodu;Ludzki;;Zioła do zaparzania;;
100142978;Magnezu siarczan;Ludzki;;Zioła do zaparzania;;
100143015;Bizmutu galusan zasadowy Hasco;Ludzki;;Zioła do zaparzania;;
100143044;Oleum Ricini PhytoPharm;Ludzki;;Zioła do zaparzania;;
100143073;Potasu nadmanganian;Ludzki;;Zioła do zaparzania;;
100143133;Glukoza;Ludzki;;Zioła do zaparzania;;
100143156;Korzeń Lukrecji;Ludzki;;Zioła do zaparzania;;
100143179;MAŚĆ ICHTIOLOWA HASCO;Ludzki;;Zioła do zaparzania;;
100143311;Nevanac;Ludzki;;Zioła do zaparzania;;
100143328;Nasienie Kozieradki;Ludzki;;Zioła do zaparzania;;
100143363;Owoc Kminku;Ludzki;;Proszek do sporządzania roztworu;;
100143386;Korzeń Rzewienia;Ludzki;;Krople doustne;;
100143400;Kwiat Lawendy;Ludzki;;Proszek;;
100143446;Gliceryna;Ludzki;;Płyn doustny;;
100143481;Metizol;Ludzki;;Proszek do sporządzania roztworu;;
100143498;Korzeń Goryczki;Ludzki;;Proszek do sporządzania roztworu doustnego, proszek doustny;;
100143512;Koszyczek Arniki;Ludzki;;Krople doustne, roztwór;;
100143541;Olej kamforowy;Ludzki;;Maść;;
100143587;Fosavance;Ludzki;;Proszek do sporządzania roztworu;;
100143630;Kwiat Wiązówki;Ludzki;;Zioła do zaparzania;;
100144925;Prestarium 10 mg;Ludzki;;Zioła do zaparzania;;
100145066;Budesonide Easyhaler;Ludzki;;Zioła do zaparzania;;
100145089;Budesonide Easyhaler;Ludzki;;Zioła do zaparzania;;
100145103;Lorista H;Ludzki;;Roztwór na skórę;;
100145126;GlimeHexal 1;Ludzki;;Zioła do zaparzania;;
100145132;GlimeHexal 2;Ludzki;;Zioła do zaparzania;;
100145155;GlimeHexal 3;Ludzki;;Maść;;
100145209;Prestarium 5 mg;Ludzki;;Zioła do zaparzania;;
100145244;Axtil;Ludzki;;Czopki;;
100145267;Axtil;Ludzki;;Maść;;
100146670;Owoc Kopru włoskiego;Ludzki;;Pasta na skórę;;
100146686;Ezen;Ludzki;;Proszek;;
100146717;Nervoheel N;Ludzki;;Proszek do sporządzania roztworu doustnego, proszek doustny;;
100146769;Truvada;Ludzki;;Krople doustne, roztwór;;
100146806;Spirytus salicylowy;Ludzki;;Krople doustne, roztwór;;
100146841;Homeomag;Ludzki;;Tabletki;;
100146901;Viburcol Compositum;Ludzki;;Tabletki;;
100146982;Traumeel S;Ludzki;;Aerozol do nosa, roztwór;;
100147036;Nalewka gorzka;Ludzki;;Proszek do sporządzania roztworu doustnego;;
100147059;Procoralan;Ludzki;;Zioła do zaparzania w saszetkach;;
100147071;Nalewka miętowa;Ludzki;;Płyn na skórę;;
100147102;Spirytusowy roztwór jodu;Ludzki;;Tabletki;;
100147119;Spirytusowy roztwór jodu;Ludzki;;Zioła do zaparzania w saszetkach;;
100147148;Czopki glicerolowe ENEMA;Ludzki;;Tabletki;;
100147208;Theraflu ExtraGRIP;Ludzki;;Czopki;;
100147214;Theraflu Zatoki;Ludzki;;Tabletki;;
100147220;Revlimid;Ludzki;;Tabletki;;
100147250;Spirytus mrówczany;Ludzki;;Koncentrat do sporządzania roztworu na skórę;;
100147266;Myconafine;Ludzki;;Maść;;
100147295;Neupogen;Ludzki;;Płyn doustny;;
100147303;Neupogen;Ludzki;;Płyn doustny;;
100147349;Neupogen;Ludzki;;Zioła do zaparzania w saszetkach;;
100147480;Novofem;Ludzki;;Krople doustne;;
100147935;Maść cynkowa;Ludzki;;Roztwór do infuzji;;
100148892;Rumianek fix;Ludzki;;Maść;;
100149012;Mięta Fix;Ludzki;;Maść;;
100149029;Melisa Fix;Ludzki;;Krople doustne, roztwór, płyn na skórę;;
100149041;Nalewka gorzka;Ludzki;;Koncentrat do sporządzania roztworu do płukania gardła;;
100149414;Spirytus salicylowy 2%;Ludzki;;Krople doustne, roztwór;;
100149437;Maść z Ichtamolem GEMI;Ludzki;;Proszek musujący i zawiesina do sporządzania zawiesiny doustnej;;
100149555;Nasiona lnu;Ludzki;;Zioła do zaparzania;;
100149590;Sedatif PC;Ludzki;;Zioła do zaparzania w saszetkach;;
100149615;Paragrippe;Ludzki;;Zioła do zaparzania;;
100149673;Stodal;Ludzki;;Zioła do zaparzania w saszetkach;;
100149791;Implanon NXT;Ludzki;;Zioła do zaparzania;;
100149800;Maść majerankowa;Ludzki;;Zioła do zaparzania;;
100150050;Maść Tormentiolowa Herbapol;Ludzki;;Płyn doustny;;
100150417;Kwiatostan Głogu;Ludzki;;Granulki w pojemniku jednodawkowym;;
100150430;Duodopa;Ludzki;;Granulki;;
100150564;Maść majerankowa Apteo Med;Ludzki;;Zioła do zaparzania;;
100150630;Ziele Piołunu;Ludzki;;Tabletki drażowane;;
100150759;Kwiat Nagietka;Ludzki;;Zioła do zaparzania;;
100150819;Hemocal;Ludzki;;Tabletki;;
100150831;Maść arnikowa Arnimax;Ludzki;;Tabletki;;
100150848;Maść nagietkowa Nagietex;Ludzki;;Maść;;
100150854;Maść na odleżyny;Ludzki;;Syrop;;
100150883;Glukoza;Ludzki;;Maść;;
100150989;Spirytus skażony hibitanem 0,5% Coel;Ludzki;;Tabletki;;
100151256;Temozolomide Fair-Med;Ludzki;;Tabletki;;
100151316;Meditonsin;Ludzki;;Tabletki;;
100151428;Liść Pokrzywy;Ludzki;;Tabletki drażowane;;
100151500;Koszyczek Rumianku;Ludzki;;Zioła do zaparzania w saszetkach;;
100151888;Rywanol 0,1%;Ludzki;;Zioła do zaparzania;;
100151894;Zioła moczopędne;Ludzki;;Zioła do zaparzania w saszetkach;;
100151902;Liść Mięty pieprzowej;Ludzki;;Czopki doodbytnicze;;
100151919;Zioła żółciopędne;Ludzki;;Maść;;
100151925;Zioła wykrztuśne;Ludzki;;Maść;;
100151954;Zioła przeciwbiegunkowe;Ludzki;;Maść;;
100151977;Owocnia Fasoli;Ludzki;;Maść;;
100152103;Matrifen 75 mikrogramów/godzinę system transdermalny;Ludzki;;Proszek doustny;;
100152600;Syrop prawoślazowy Świat Zdrowia;Ludzki;;Krople doustne, roztwór;;
100152675;Zioła do płukania gardła;Ludzki;;Zioła do zaparzania w saszetkach;;
100152758;Zioła przeciwkaszlowe;Ludzki;;Zioła do zaparzania w saszetkach;;
100152787;Ziele Krwawnika;Ludzki;;Zioła do zaparzania w saszetkach;;
100152793;Zioła ułatwiające gojenie ran;Ludzki;;Zioła do zaparzania w saszetkach;;
100152824;Liść Szałwii;Ludzki;;Zioła do zaparzania w saszetkach;;
